Speaker 1:          00:00:00       Nodoz
Speaker 5:          02:13:03       No, I haven't. I don't have a pen. Oh No, no. Getting off some symptoms. He's randomly have the dogs. This is a good one. Pens? Yeah. That's an excellent one. I'm a big fan. Thank you. It's all you buddy. You're leaving today, right? Yup. Yeah. New York's got to get its shit together when it comes to weed. Carmen, I hope it's coming. Anything think if you're carrying an answer under. It's just a ticket. She shouldn't even be. That shouldn't be. Leave me alone. Stupid. Do you believe in smoking on the streets and everything? No, I don't think you should be able to do anything on the streets. It's going to affect anybody else's health. Should be treated like alcohol. Yeah. Well the problem with smoking is you can hotbox people you know, so like if you decided to smoke pot in a nightclub filled with people, you can get people around you high.

Speaker 5:          02:13:57       That's sure that's happened on this podcast. One hundred percent. We've gotten people high that were just sitting there and they've got a contact high 100 percent. So interesting. That was bullshit. Recently. Say that, but it's not. It's not. Have you ever done that place? Yeah, I'll have to talk about it. It's the only place where if you do a set where I love it and people smoke so much weed, they're like the green out, so you'll be performing a show in that. Some guy gets up and he goes, I gotta go and then he has to go in a hallway while a nice lady. Patches like rubs his head while he leaves, like lay on the ground right there. Triply there when triply didn't smoke weed. Really? Yeah. And uh, he was just crisp, defied by the time he went up on stage, there's no air in the room.

Speaker 5:          02:14:42       It's all smoke and breathing and pot smoke. There was no ventilation. Dave Smith who was just here A. Yeah, it did it. Did he tell you he did it not too long ago? No, I didn't like the weekend before he came out here. He did it and uh, he was not smoking weed for about six months. He stopped and then he's right back. Can't go. They're not. Well, they changed the coolest. Yeah. I'm not sure because money couldn't guess, uh, probably sells weed, but it's a cool little spot. It's a cool little spot, but if you don't smoke weed you cannot go because you can't stay in there for a length of time because you realize it's a different temperature in that room than the room right next to it. Don't smoke. It's just pure people had a bong at every table. But it's such a fun crowd though.

Speaker 5:          02:15:25       Two great kids, they don't get stoned, like removed, like they get, like they actually sink in the watch company. They, it's definitely like very pro. So it was very few people in there that it's like their first time there. I did it with the iron cheek. Really? Yeah, that's fucking hilarious. Brought the iron sheik on stage and then he'd love it. Oh, he had a great time. He poor guy. He's got real bad hips. His hips are fucked up I think is nice too. He's got some serious wear and tear on his body from all that wrestling because he was like a real legit wrestler at one point in time and like the uh, what was his bodyguard for the Shaw? Yeah, for the shop around. Yeah. He's a bad motherfucker. But uh, yeah, he was there. I guess he smokes a lot of weed. Was he fun to talk to at all or is he like, is he taking him like 20 minutes and you're like, all right, it's plenty. I had a good time talking to him because first of all, I remember him from when I was a kid. He's always been like this famous wrestler and he's just a, he's just there. He is right there. It's great

Speaker 9:          02:16:29       us under version function, but I want to ask Joe, what is the top left corner quarter or that the toughest sport in the Olympics? His freestyle wrestling served. I'm certain he knows what he talks kids.

Speaker 5:          02:16:57       He's a guy man. He likes to pull his dick out. Of course. Why not? He's seven years old. He doesn't give a shit. Don't get along. It looks like you already know. I didn't. That's a great one too. What is it called? Just called chic on Netflix. That's great. Yeah, totally. Yeah, and it's, it's him and his wife not getting along. It's just him and his just as life in general, like not working out, just kind of sad. It's kind of sad to kind of prop them up and send them out to do stuff and like you always kind of make a living. He just goes and now his new thing is just to kind of like freak out on people, but he's still like mad and Hulk Hogan like really? Because it never broke Keith and he doesn't know that it's Kayfabe like he's never bright. He still is to pissed off as he goes. Hulk Hogan promised me a rematch at the Madison Square Garden and you're like, she didn't know what he promised me at the greatest arena where the squirt gun and a rematch for the title. He never gave it. Like, this is meg. Oh, he's always on. I guess like he was ducking him.
