Speaker 1:          00:00:19       Oh, strange
Speaker 12:         02:23:01       You know, any, anything crazy and unknown, bigfoot, sexy, loch ness monster, sexy killer. Whales aren't sexy there at fucking seaworld, right? It's easy to get to there, see them all the time, but they're just as fascinating. If you didn't know, you know, the, if you didn't know that an animal existed, that's almost as intelligent as a man that has this incredibly varied language. Speaks with sound. It actually breeds a hair, but it lives in the middle of the ocean and it kills fish and fucks up sharks. He'd be like, Whoa, this is real. That's would be way crazier than a lot of animals that are mythical. I can like the loch ness monster was that fucking pussy do that piece of shit. I don't even know what that was. I've never boughten into the button. I've never bought into the Loch ness monster tells you ologies a weird field because there are things that we have not discovered.

Speaker 12:         02:23:45       Definitely there's that fucking gorilla that they've, or the chimpanzee they've recently discovered in the Congo. It's a giant Bondo. Ape is huge. Chimpanzee is over the last couple of decades they've figured out there really is this giant subspecies of chimpanzee cause they can't, yeah. So now it's like six feet tall, but they can find things. There's a few things that are out there. Like in New Guinea, they found like some crazy fucking frog and some weird psychedelic looking animals. And if they find weird shit and like rainforests and in places there stuff that we still probably haven't seen yet. But there's not a lot, you know, there's not a lot of stuff. It's not, it's not like the old days. Some of the old days when they discovered gorillas. I'm like, what the fuck is that? You know that happened, man. It was like not that long ago where they discovered gorillas like, you gotta be fucking checkmate.

Speaker 12:         02:24:33       Nobody knew this. Europeans man, when they went to Africa for the first time, do you know how fucking crazy it must have been the first time they discovered a gorilla? You know they're walking into, what else is here, John Welders and the size of your hand, Fred, give me the machete. What's hacked through some, what the fuck is that? Just a big giant silver back comes running at you and they have to shoot it and then they fucking kill it and put it up on ropes and shit and carry a big log to the village and w what the fuck is this? And they're like, that is our fantasy cover. That shit dude. People back then, that will lived around gorillas. They weren't writing books. They're in the right shit. They didn't even, you know, they didn't have any paper to do. They were just had a religion.

Speaker 12:         02:25:18       Oh, did they? I don't think they even did the people that live in the Congo, what kind of religions do they have in the Congo? I Dunno. People that like those people that like you ever see the people that like hang off of trees and catch fish from the river with nuts. It's fucking nuts. Hang upside down. They just hang with their hands and feet there barefoot. These people are living like they lived a hundred thousand years ago and they do that still to this day. There's all this video of him too that people have gone there and even video in black and white like way back in the forties and the 50s and these people climb out on these trees that, that, that hang over the Congo over the river and they're, they're literally, they fall in your dead man. You're fucked. And there's all these people and loved ones and they're catching fish with nets and they're just so good at it.

Speaker 12:         02:26:01       They've been doing it for so long. It's like they grew up climbing on these trees, hanging over the, hanging over this raging fucking river and scooping fish out of it. That video you tweeted the other day where the guy was climbing that tower, by the way. That was fucking scary. I hate that shit. Which one? There's a video or do tribes? It's like well over a thousand feet. It's one of those, uh, electrical towers was, it was a radio tower. It's like a radio towers. Yeah, same. Same as that. The empire state building. Is that what it was saying? It was the same time. Something along those lines is insane. How tall it was. And this guy was free climbing it. You know, the elevator takes you up to a certain point, but once you get to a certain point, then you have to free climb. And he was free climbing.

Speaker 12:         02:26:42       Fuck, walk carrying this bag. That's like 30 pounds, 30 pounds. It's tools, tools cause he's got to fix this fucking thing. Oh this is a real, I think it wasn't doing it for fun too, but there's a whole a part where he's climbing where he's outside. There's some part of it. It's the freak out is he's inside this thing, you know, inside the structure. This. Eventually he gets outside the structure and he has to climb all the way to the top because it gets thinner and thinner and thinner, so it's just a pole with some things that stick off the side that you have to grab a hold of them, handles and climb. It's such a freak out dude. You could see 50 miles in either way from up there. I had to turn that shit off to to freak you out. I started freaking myself out.

Speaker 12:         02:27:24       When it gets to a certain part of heights, I'm just like, all right, that's, that's crazy heights or scary as fuck man heights or scary as fuck. There's something about it, man. It just makes your toes curl and your butthole clench his shit and an honesty. If it was the opposite, like extreme depth, I'd probably be the same way. Like if I was like, you know the same distance like underneath the water. Did you see that video? The guy free diving. There's a video that's online. Then I'll tweet it later on today. There's a video of a guy free dive diving. Any free dive. Some insane amount, like a hundred meters. [inaudible] yeah, I guess that's what we can do. He can do 124 meters. I was like the most he's ever done. You know how, how do they engage? That is watched with a stop. They hair.

Speaker 12:         02:28:06       I don't know. Got a world. No, they can hold their breath for like five minutes, man. Some of these free divers and more five minutes, six minutes, seven minutes underwater. I think about that shit. Fuck that. Yeah. Why do you want to do that man? That's just doesn't seem like a smart thing to do. All right. People are home. They're making noise right here, ladies and gentlemen. Thank you Mr. Russell Peters. You're a scholar and a gentleman and a fantastic standup comedian. And if people want to get in contact with you, uh, what is the best way? The Real Russell pee on Twitter? That is correct. At the two s's. Two L's correct. The Real Russell P at Twitter. And uh, what's your website? Russell peters.com shall Sam bitches much love. Thank you to the fleshlight for sponsoring this show. Thank you to Brian Red van for his technical expertise and his human roadblocks skills.

Speaker 12:         02:29:03       Thank you to uh, to everyone, ladies and gentlemen, to all you. Freaky bitches. February 4th, Mandalay Bay theater. Me, Joe Diaz, Ari Shaffir Superbowl weekend. Friday night. It's going down. Get on in. We're going to have a crazy party. Russell Peters. What are you doing on February 4th weekend? I'll be in Toronto on February 2nd or third. Are you going to be in a corporate gig? You're going to be in Vegas for the UFC weekend? That weekend? Yes. If I, uh, if I can be, I will be if my gigs not on the same night. Yeah, I can tell you right. Saturday night. Tell me cause it's the fifth. The fifth is UFC. The fifth is the UFC and Russell Peters is a big UFC fan. Did you see Anthony Pettis is fucking kick last night. Did you see what happened last night? Oh, what am I missing? You know who Anthony passes? Showtime Pettis. He's now the new WEC lightweight champion.

Speaker 12:         02:29:56       He fought Ben Henderson and there was a crazy back and forth fight until the fifth round. He jumps off the size of the case side of the cage with his foot kicks off the cage and flying through the air kicks Ben Henderson in the face and knocks him down. It was the nuttiest shit in my life. No, no, no. I went to a decision, but looking at that and fucking kick. Ben Henderson's a bad motherfucker. It was a great scrap. Up until that point, there was a lot of back and forth action. He had a Henderson's back. Henderson had his back. He had Henderson's back standing up. It was real back and forth for a while until like the last round man pedis really came on strong. The last round was pedis. You know, he, he, he heard him a couple times with punches, but even then he, in that last round, Henderson had Pettis on his back.

Speaker 12:         02:30:43       It was a really enter any, I believe you had Pettis is back to, it was a really interesting fight, man. It was a wild scrap. Anthony Pettis is a bad mother fucker, but the fact that he pulled that off was just insane. The fight was a really closely matched fight. You know, I think pedis. Who did I definitely one the decision. Ben Henderson's a bad mother fucker too. Didn't he fight for cowboys? Serone no, he's bigger. He's won 55 Henderson fought a cowboy Cerrone. That was a great fight to great fights. And the last one he caught him with a Kia guillotine and he's Kinda Taichii and team. It's got a good submission game, good standup game, pedis, just better puncher. That was one of big things in it. And Pedis is wilder and you know the, the pet or pedis had better success at the ground too.

Speaker 12:         02:31:24       He was able to hold onto Henderson a little bit better than Henderson was able to hold on to him. But it was close. It was good. It was a fucking, you know, it was one of those matches where even though, you know, yes, the decision was the correct decision. Like man, while it was happening was so suspenseful because both guys were so good and so much action was going on and both guys knew that you couldn't fuck up even for a second. Cause if you did, you'd get jacked. Like for one guy would make a mistake, the other guy would have his back. You know, one guy made a sec, the other guy would be on the top, you know, it was a, it was a really high paced, you know, really exciting fight until that last kick and that that was the nuttiest shit I have ever seen in my life is pretty crazy.

Speaker 12:         02:31:59       It's just a few seconds to go in the last round per minute to judge kicks. It's not major extent that guys, he's a, on another level, this is the new level. This is back. You know when hoists Gracie was around and you know he, you angled triangle Dan Severn off his back and I was like, this is crazy. He's on another level. This is the next level. The next level is dudes are jumping off the cage and fucking kicking you in. You've got all these kids that just studied MMA their whole life. They didn't study one or the other. Well, he actually started out a taekwondo black belt though. Taekwondo guys. Just think there's a couple of the new guy named John Mack. Jesse to fought in Toronto or in a Montreal rather. And uh, he's a, another taekwondo guy. Two's got these wild ass fucking kicks, these taekwondo class chances.

Speaker 12:         02:32:43       Well, most of it sucks. Yeah. Most of it is like, probably the problem with tag window is you got to keep your hands down. Everybody keeps her hands down. That's what they fight. And it's mostly, you can only kick to the face. You can't punch to the face. So it's a really unrealistic style. I mean, that's what I started out as like, that's why I did a long period in my life. But what's good about that is you've developed crazy leg dexterity and you develop the ability to do God's shit. No, he never tried any kick. My legs are terrible. You know, the only, the best, most effective kicks or tool legs. Yeah. You know, like more time. Yes. I decided the knee, if you want to, you want to take some shit, right? You know, I'll hook you don't want to go after we get off line, I'll, I'll tell you exactly where to go. We'll hook it up after he tells you where he lives because you can't know you fucking dirty freaks. Alright. That's the end of the show. It Shit. It had to end eventually and now it does. I love you bitches. I love everybody. I love Brian. I love Russell Peters. I'm glad to have, I'm very fortunate.

Speaker 8:          02:33:36       Such cool friends. Thank you sir. Thank you. Oh, let me give you one Brian. I don't leave you hanging off and um, uh, thank you everybody. Thank you for tuning in and we'll see soon. I'm healthy. I'm healthy. I'm not sick anymore. So, uh, that's the, that's it for this weekend. We won't have any this weekend, but we're going to have a bunch of next week. I got a Lotta people on tap. Greg Fitzsimmons contacted me. We're going to do one with Greg Fitzsimmons. We're going to work in. Who else? Brian. Uh, we're going to try and get Brian Passaic, Brian Post saying I'm going to work on him and getting glides, a slashing during the live session juror and uh, oh nick Swardson exports up near damn dog. This a lot. And I want us to get birth Chrysler too soon. Get handler. Yes. We get a lot of people bitches. We got a lot of shit happen. Thank you very much for all the love. We love you back. See Ya. Bye. Bye.

Speaker 9:          02:34:27       [inaudible].
