Speaker 1:          00:00:00       Young Jamie [inaudible].
Speaker 2:          02:27:51       Yeah, I was there. She's got a nasty jab to match. He steps in. I'm going to distance to boom, boom. Good scramble. The question is like, is she going to, there's a big difference between dealing with Rhonda and dealing with Misha. Look, this is a mauling man. She beat the brakes off of her. Amanda. It's just putting it to me. Should tape and you just, she just has long ass punches too and then she gets her back. This size sounds out, if Rhonda is in the right frame of mind, I think she does Russia and like she usually does, probably eats a shot, but then she gets inside,

Speaker 6:          02:28:22       gets thrown under hook, takes her for a ride and submits in the first round. God, I hope nobody tests positive for anything to so many people to in pop. How about sideboard? Yeah, yeah. Game. Oh No, no matter what. It's for game fucking over men. Now everyone's goes told Ya fucking told Ya. I just borrow. No. Lactone is what they're saying it is. So Berona lactones a dht inhibitor, which is a derivative of testosterone. Dihydrotestosterone I used to rub that shit on my head. Excuse me. I was trying to keep my hair from falling out because of testosterone. Yeah, yeah. If you have the gene for it, dihydrotestosterone is what? Both of you beautiful heads of hair. Don't have that as my, come on dude, come on. My hair is falling out like it's fine. No, almost 50. His hair's beautiful. Thanks man. Thank you.

Speaker 6:          02:29:06       Thank you. [inaudible] dead. [inaudible] dead wasteland. When I was a kid or when I was in my, um, I guess I was probably in my twenties, I would, uh, rub this spirono lock Tane on my fucking scalp because it's a dht inhibitor and it inhibits dht. So when people take steroids or a woman takes steroids or a man who has that gene where the hair falls out, and if a man has that gene and he takes steroids is probably even worse. But if you rub that spironolactone on, it has a dht inhibiting effect. And I think if you take it orally, it also, um, it acts as a diuretic. And, um, there's also, uh, some uses as a masking agent. There's a whole bunch of different uses of this, like as a diuretic. It also has benefits as a masking agent and it also mitigates the effects of, uh, of taking steroids in females.

Speaker 6:          02:29:55       So there's a lot of stuff going on, red flags with that stuff. But the one on her side that she says it is, is that it's a, it's used as a diuretic, which appears to be true. That'd be great. She has a rise in and fights Gabi Garcia think about that. But what she said, she had some issues with their friends and their friends. She had some pet issues with birth control pills and then she was bloated because of birth control pills. So a doctor prescribed this to her off season, which is to try to deal with a look. I don't know, I ain't never cut that kind of weight before. But if you watch that outside the lines piece on her, uh, with the weight cutting, have you ever seen it? I've seen it in and it's horrific. Commissioner was like, I would never approve her to fight like sheet.

Speaker 6:          02:30:34       That's terrific. How she's fighting at one three, five should be illegal. Well, one 40 she never got 20 to 35 40 even when 40 you got to watch it, Eddie. It's, it's insane. Terrifying. It's insane. She's the way she should be able to do that around the fight and that's why she's saying she turned down those two title fights because I was given a shit. I'm like, who turns down title fights? Even though they made the division for, she's saying, I destroyed my body. I'm having depression. I'm having a horrible issues. My Body's just not ready to fight like I need to march. Well, when you talk to people, we talked to people that have caught like ridiculous amounts of weight like that, and then all of a sudden the body just goes, which just if something goes wrong and your body doesn't want to lose any weight anymore, your kidneys start aching. You get kidney stones. It could be some serious side effects. Cutting back highway two goats. Shit, man, it's so dangerous.

Speaker 4:          02:31:20       You're, you're literally getting to the door of death 24 hours before you enter into a cage fight. It's the craziest thing that we allow people to do an MMA and it's essentially in a lot of ways it's sanctioned, cheating, true sanction, cheating. He's trying to get out of them classes and then you've got to have a way to enforce them. What's, what's your, what's your idea? I think there's gotta be a way to get guys to fight people that are their size without having the same rigid wait structure where you have like one 55 and one 70 and one 85 any solutions? No, I don't. I think there's gotta be a way to check hydration levels and camp and there's gotta be a way you're going to have to blow the whole thing up though. Like champions won't be the champions in the same way class anymore.

Speaker 4:          02:32:03       But if you've got Chris Weidman to fight at his natural weight and another guy to fight at his you and how you determine that, you would have to find out what a guy ways when he's in shape and fit. And you would have to do this whole transition over a period of time. When that went along, comes in, that's when they're going to cut. No, you don't allow, you don't allow him to, there would also be like 20 belts. I'm in good shape. But you do the same thing that you do with Usada. You'd randomly test their hydration levels. You randomly test their weight. So if they're healthy and they're in camp, there's no way they're gonna keep that weight off the entire camp. It's impossible, but you can't. As long as it's close. It's like when cowboy cuts five pounds, that's normal. Like when you see cowboy, you don't go, you don't go.
