Speaker 1:          00:00:00       Yeah.
Speaker 5:          02:38:40       it looks like,

Speaker 4:          02:38:42       yeah. Well I think like he was at a point in his life. I think though his a description of it, like he felt like he had a knife to his throat, so he just fucking tattooed one on his body.

Speaker 5:          02:38:50       That's what I've heard. You know, I can't, you know, like I say, I've got fucking dates crossed out my fucking arm. Do I do, I mean,

Speaker 4:          02:38:57       so you're not gambling it all now? Is that the deal?

Speaker 5:          02:38:59       Well, last time, I mean that's, I'm doing a documentary on them. I basically, I was doing the documentary, I gambled all the rest of my money, my me and my missus money and I ended up living in the gym. Uh, yeah, it was fucking freezing. God Damn on. Um, so, so I was living in the gym on a mattress on a, like an offer. Look, people offered me to stay of a place he's, but I knew I needed something big to get me back into training. I was humming to 45 kilos. I would say 10 pounds. It's like 300 pounds plus pounds. Yeah. Yeah. Low like free fatty or something. I mean, and I'm not going to, why eve? I've been the IVP foppish being muscle out or mostly muscle. Vicious foc. Like on adult to eighth. Pure Fun. I was in the gym living on the living. Yeah. Living on a mattress on a than I have at the documentary side. What's going to be starting out on a four. Okay. We'll fill it in there. Just stop doing it. I tried game. Okay. Good footage and getting more confident. And then, you know, the only thing good I started was my, in my, with my blog is really good figure. Start doing a gamble gambler, watch my blog and uh, you know, start just stopped doing that and getting either, it's gone really well.

Speaker 6:          02:40:25       Yeah. You started this sort of social media campaign around the same time, is that what it was? Social media campaigns? Yeah. Well, the, the videos, the blog.

Speaker 5:          02:40:33       Yeah. But basically I got confidence in my writing. I think I'm a good writer. I get extra credit because I looked the way I do and I'm an MMA fight, so they think, oh well I forgot and then, oh, we can string a sentence together, you know, I'll take that extra credit.

Speaker 6:          02:40:49       Yeah. No, it's fun riding you. You, you have fun with it and it's cool. Colossal concerns. It's called, right? Yeah. Colossus concerns. I've got my website, colossus concerns and where, where they, uh, where can they get it? What is the muscle website? I've got a website. It's the colossal collective.com. So it's colossal concerns, not colossus concern. Oh yeah. I always kept that long. My message goes every fucking time. Huh? Constantly. Ivy fucking video. I've done well. Everything. We got it right. I go, so what did I say? Colossal collective.com. That's where my blogs and my podcast, no, that's my blog. Totally won't place colossal. Collect this way. Say I'm looking at right now it's colossal concerns that college collect of collective collective has everything you'd get like a collective. That's what they tell the bank. Yeah, I guess, right? It is about, I'm yourself, right? No, no, definitely. I, you feel like I'm in Japan. They had a different attitude towards people winning and losing all anywhere else in the world and my culture. Yeah.

Speaker 5:          02:41:52       So tell me why I Samurai fighting spirit. My first fight. It's a fucking joke. Vanita costs of and got a guy, you know, knock him over and he kicks my ass. It's a fucking joke. But what did they appreciate depreciate that I fucking gave it everything and it was something different and in America and the joke, okay. But they gave me another chance to Japanese and our one, my next couple of fights and that gave me a chance to keep going. Preach you guys. Yeah.

Speaker 6:          02:42:16       It, well, it's fascinating that you've seen both ends of the spectrum. You seen the Co, the Japanese way of doing things where you respect the people who show warrior spirit and try and then you seen American,

Speaker 4:          02:42:28       you've got to get you to the hospital. We got to get you to the hospital. James Thompson has got to the hospital. Apparently he's almost dead. Almost beat him to death and he's wearing Meghan's. Yeah. You have a campaign against skinny jeans. Is that what it is? Oh,

Speaker 6:          02:42:44       well it's men's fashion as a whole managed fashion as a whole fucking alpha. Now what the Alpha nail is created by the people it was originally created by the people that do on it. Yeah, I know people that do it. Sorry I'm, I made fun of him constantly. Well listen, the guy, Aubrey, the guy, well I'm a business with is an awesome dude and it's a lot of guys in MMA wore makeup or nail Polish, which is the essentially makeup. I mean it is. Yeah. I mean it's makeup,

Speaker 4:          02:43:12       it's nail Polish bits, Manga. What are you, what are you doing? And he was not as I call your toes. Did you pay them that color? Don't Clark. Yeah, that's what they say. But some guys actually do have like, I think frank twig might've been the one that started out and he had like problems with his toenails. I don't believe that you think you just like take Fletcher used to always have his guys did it. It was a thing that happened for a while when MMA sort of was like starting to pop and some guys still do it. I noticed it and fights. It's some guys still their toenails painted guys can be whatever they want. But I did, I did this and obviously it's tongue and cheek, but you know, people come with whatever the fuck they won't buy it. Do you think men's fashion?

Speaker 4:          02:43:51       Yeah. And what we're saying what you did, there's a video. It's man against Megan's, right? That's, yeah. It's pretty funny, man. You take the matings off and your burn them. Um, is that like those leggings pants had like round the light for vaguely like fucking tight for men, but the and stuff like what do you call a Megan's? That's the clever fuck. Oh, right. The men wear them on the street. They walk around with them on. They're not, you're not talking about the gym, right? No, because there's a lot of guys wear them. They'll get the cat because I am, I am making him at the end of the video being comfortable.

Speaker 4:          02:44:32       It's fine. And he didn't show up. I'll come on. Yeah, that's a, that's a good look for you. I don't know why you're not embracing it. So you take that battle. Ram, where did these guys, when they have these banking's, what do they, um, what do they put their like wallet and Shit? That's a good question. Joe. No fanny pack or scared maybe. Maybe that's the next step. I'm not scared of a fanny pack. I wear a fanny pack the airport. Yeah, I do all the time and I still do. People see me with one. They go, are you serious? Yeah, I'm fucking terrified. Fanny packs or where it's at. If you're not trying to get laid and you just carry shit around, what do you care? Why? Why wouldn't you put a fanny pack on Megan's? It sounds like you function begins. No, that's where I draw the line because that's where we need to draw that line.

Speaker 4:          02:45:23       But if you are a want to let everybody know that you're gay, where the makings like it's a good move. I would say if you're a gay guy, you know you're letting people know what's up. I'm the fucking ass cheeks. Nothing wrong with that. That's what they're like. Don't you like that girls with Yoga Pants? They like it to your cock. Cox All plaster the side of your come up Megan leg till I got a light blue and the ocean blue like something you might see in the the bay in Hawaii. A Nice, delicious light blue. Megan's with your cock. Three quarters hard pinned to the side of your leg going about belly button piercing. Get Dude with a belly button piercing. Suspect number one. Hey,

Speaker 2:          02:46:10       who blew those people? Is that a guy with a belly button ring? Let's talk to him. All right, James Thompson. Yep. It's been a fun time man. I mean Johnny Mate, I was doing a bit of that wheel. It's been great. It's been fantastic. Best of luck to you, man. If you ever need us to promote anything, you want to get anything out there and you want to come back and do it again. Want to tell some more stories? Hey Jay, closest 12th so Jay Colossus, Twitter. I'm James the Closest Thompson, far Facebook but colossal concerns. No cool looking colossal concerns. If you're looking for the blog, cultural collective, colossal, collective.com colossal concerns is the blog j colossus. That's how I, that's me. That is you on Twitter. Okay. So, and what are you on Grindr. Oh, I've got to give a fuck. You son of a bitch. You son of a bitch.

Speaker 2:          02:47:00       You got, what else would you have to say? I can't remember. Oh, what do you stand about? Brain damage. About what? Brain damage. Brain damage. It's not good for you. No thoughts. Makes a gamble. Uh, thanks to Tim for hooking us up. Go to rogan.ting.com and save 25 bucks off any device and or service and an ethical cell phone company that you can get behind. Thanks also to audible.com audible.com forward slash Joe, go there. Get yourself a free audio book. I recommend the disaster diaries by my friends, Sam Sheridan. It's excellent. And it's available for free to you if you do this because you get one free audio book. So, uh, go check it out. And a sign up. You get one free month, one free audio book, audible.com forward slash Joe, go to on at.com o n n I t use the code named Rogan.

Speaker 2:          02:47:53       Save yourself 10% off any and all supplements. Go there and get your freak on. All right, folks, we will see you, uh, next while we'll see you. Next show will be tomorrow with, um, powerful Brian Cowen. And then we also have a show with Dana white on Thursday. And then Friday night we got the comedy show with mad flavor, who is also known as Joey motherfucking Diaz and me. And we will be at the grove in Anaheim. If you go to Joe rogan.net, you can find out all the ticket information and that's it freaks. We love the shit out of you and we'll see you tomorrow and we appreciate you very much. Thank you.

Speaker 11:         02:48:47       Yeah.

Speaker 13:         02:48:48       Ooh.
