Speaker 1:          00:00:04       Ah,
Speaker 5:          02:20:11       Yeah. And then I think I'm doing an album. I think I got to try this again to take that thing. So the first one didn't work out? No, they just didn't get there in time. They just fucked up the recording too much. I didn't want to do it wrong. What'd they do? They missed the first three days. Why? They just didn't come. Why not? They weren't, they weren't organized. So they were supposed to be there. They never got there. Yeah. Well who is this? I don't know if I should say or not say, but it was just delicious. No, they were like, you wanna do it again. I'm like, I think I'm going to go and do it on my own. I don't want to try this again. What? That was really frustrating. They weren't there Wednesday weren't the Thursday. Oh, and you're killing. Yeah. And Thursday was a super like conservative crowd and Edmonton. But they, they laughed super hard. It all the cleaner jokes. Right. And I was like, that's the best reaction. That was clean jokes I've ever gotten. Right. Like I would have liked to have had that down. And then Friday they sent somebody down, but he's the system. And then Saturday there was all this feedback from the soda machine.

Speaker 2:          02:21:01       Oh No, they just couldn't use two full bits. And I was like, I want the hum. Yeah. That shit's annoying. It's hard to fucking get, get a, a special down. There's a lot of pressure to just have that moment be just like a real show. Yeah. So that's why I'm doing a lot of shows between now and then. If you see me like adding shows, that's exactly what's going on. That's trying to get ready. Yeah. That's why I'm doing, that's why I'm dealing, uh, Hollywood of doing the Improv. April 13th, 14th and 15th, the Hollywood Calif, not California rather, um, Hollywood, Lauren, Laura, Florida. The uh, the one at the hard rock. So that's a April 13th, 14th, and then the 20th Atlantic. Oh, in Louisiana we're doing, um, the Improv in, uh, in Louisiana and Louisiana Improv in Louisville, Kentucky. Say Louisiana. Jesus Christ who don't have the living talk tab or an ten one ml 33 30, uh, March 30th through April 1st we're at the Louisville, Louisville, Kentucky Improv, Ken and get like right and groove. I'm just trying to get, I'm just, I'm getting up like crazy. I'm just going to get up every weekend, all week, everywhere. There's kind of just banging out and listening to sets, doing a lot of writing too. And I'm, I'm also preparing for the next stuff, so I'm sandwiching in new bits and I find that when I do that I make my older bits better anyway. I'm just, it makes my whole set better when I'm new shit and had

Speaker 4:          02:22:26       a friend ask him about this. It goes sometimes like store. He was like, sometimes I feel like if I do this whole bits I make them longer and like add stuff to them. Yeah. But my, my theory with that is you would that new stuff, that new creative stuff that you put into that you would put into the other new bit. Yeah. Can you just make your other bits better? It is both. I think did a bit, can cook for a certain amount of time. Then after a while it's done. It's done. Sometimes it's not done and you'll like a year into this bit, you know, like you, but then in the next year you'll come up with all this great new shit to go along with it and now it becomes like a real piece that you're proud of it. Then you can let it go. It's all, I'm like knowing when to let it go.

Speaker 4:          02:22:59       You know? It's hard. Yeah. Friday I'll be at the ice house, but Joey Diaz and Doug Benson for the ice house chronicles. Yeah. Bridges in the icehouse chronicles by the way, are available only on iTunes under the desk squad label. Um, it's all free and everything. And it's desk squad. Dot. tv.tv. And that last one we did with Greg Fitzsimmons and Jodie is Brody Stevens, little Esther. We just put it up so that's great. So that's it. This weekend I'm at the comedy Magic Club and her muscle beach on Friday night with Ari shift fear and Duncan Trussell and on Saturday night Dunkin and little Esther come on down. You dirty bitches. And then of course all the other information is available on Joe rogan.net. The big one though is the Tabernacle in Atlanta, April 20th. It's going down two shows. The first show is essentially sold out this way to be there for a taping like that.

Speaker 4:          02:23:51       Just so you were there. This is my best one. This is my, I'm coming out guns blazing. This is my best shit ever and I'm going to release it. Louis C K style on the Internet, five bucks gingerly my last day. But I gotta say is Dallas Improv. What is that second week of April? That's a huge spot for you, man. That's awesome. I'm glad prov letting me in and saying like, let's see how well you do. Well, we're going to have you on that. We crushed that. What is it again? Uh, Addison Improv when April, let's say 11th to the 14th, and they can calcification 12th through the 15th, April, Addison Improv, and they can give this information to [inaudible] dot com. It's all right there and follow [inaudible] on Twitter. Ari Shaffir, s h, a, f. F. I. R. You fucking savages. All right. Thank you everybody. Thank you, Ari. It's always fun.

Speaker 4:          02:24:34       Thank you everybody tuning in and thank you. Uh, all the powerful people. I want you to tweet over there at your show at the show, like four 20 Rogan or something at a hackathon. Hashtag [inaudible] for 20 Rogan or sounding Rogan. Why not first said Brooklyn for 20? Yeah, yeah, before 20 Roeger. Yeah, for 20 Rogan. Okay, so that's the new Hashtag for Tony Robbins leading up to the special April 20th. So yeah. Beautiful. Well, I'm fucking writing everyday for this thing. I'm geared up, I'm ready to rock and roll. I've never been more prepared to do a special or more excited to do a special, I'm just excited about comedy right now. You know, part of it has been doing a lot of these sets at the Ice House and doing the icehouse chronicles and doing these podcasts. I'm just excited about everything, man. I'm, I could, I've never been happier.

Speaker 4:          02:25:15       I'm in the groove bitches. All right. All right. Um, thank you to the fleshlight. Please go to Joe rogan.net. Click on the link for the fleshlight. Enter in the code name Rogan. You will save 15% off and today, this is the last day. Today is Monday, March 19th at midnight. This will expire. But until then, if you go to [inaudible] dot com and enter in the code name, try it. You will save 35% off single 30 count bottles. Um, otherwise if you use the word Rogan, you will save 10% off all orders. That's the deal. Bitches. Please support our sponsors. Please keep listening. Please keep coming to our shows cause the people that's way more into it. That's where the group, I know there's people listening. Yeah, man, we've got, there's a movement going on here. There's some crazy shit going down, Ari Shaffir don't you feel it? Feel it. Headlining all over the country now over the world, you're international and they sort of feel like fulfilled. This is awesome as an artist, I'm sure. Afraid to be on the road all the time. Like, no, I professionally, I love it. Are you selling out pitches? Get in there. Go get some. That's it. We will see you guys on Wednesday with a, we don't even fucking know yet. We don't even know who the guest is. Sasquatch. It's several hours getting Sasquatch trying. I've been trying for years, so you guys, thank you. Love you. Bye.
