Speaker 1:          00:00:05       I'm tweeting and
Speaker 3:          02:25:47       It's horrible. That's really sad. It was weird. It was just weird. It says so much sadness. Yes. Deep Sadness. They have those, um, at the imperial palace. They've dealer Tanner's what? Wait, did I cut you off? No. Okay. You're still doing this for the year. I'm like, oh, is he still talking about her tits? No. Yeah, there's what they have or the, the dealers are all dressed like celebrity celebrities, dealer detainers and your, so your dealer, like every hour they'll like be like some signal in there like, oh, sorry. And so the guy dresses like Michael Jackson or a girl's Rihanna, and they have to like stand on the stage and like do an act and sing and then they come back and uh, at first you're like, it's kind of funny. And then it gets so sad, so fast. Are we going? Yeah. You're just like, ah. And then you just want to gamble. You're like, oh, can you please stop with all the bullshit? Just like, let's do this. Wow. Yeah. Like who was your guy? We had Michael Jackson and then I think maybe Shania twain or Miley Cyrus. It actually looked like Michael Jackson. He was white.

Speaker 3:          02:26:51       Well, that's a tricky one because you can hire a black guy to do it. I know. That's real. You got to know from a lot of, what do you do? Yeah. There's not a real likeness to any of them. Like you spend half the time trying to figure out who they are. Like you're like, is that Bonnie Raitt Boy George or whoever. Now it's a really tough, all right, let's bring this fucking ship into the harbor. Alright, Schumer once again. You were hilarious. I'm glad. We're besties for life. We're besties. We exchanged messages. You're my emergency contacts

Speaker 2:          02:27:32       buddy. So happy you came back. He'd love you. I love you. When are you going to be, um, what's, what's your, um, your tour dates?

Speaker 3:          02:27:38       It's fine. The next time I'm in Tampa and Denver, the end of April. And then the Riviera tons of when, when are you in Tampa? Like towards the end of April? Yeah, like so Amy Schumer, [inaudible]

Speaker 2:          02:27:48       dot com and it's Schumer with an s c h s c h a m e s. C h. E m. E. R. I m still selling tickets for a Atlanta. The second show's not sold out yet. So the Tabernacle on April 20th where I'm filming my new special, I'm going to be releasing an online first show sold out and a fucking pumped to be doing in Atlanta. Man, I haven't been there in two years and I'm super psyched and I'm completely geared up for this bitch. And a next year or next week rather is, um, the final stage I'm going to be at the Fort Lauderdale Improv with, they want an only Duncan Trussell. So that'll be this upcoming Friday, Saturday and Sunday. It's not next week. If this, this next weekend, this weekend coming up. So this weekend, Fort Lauderdale, next weekend on the 20th is Atlanta and that's when I'm going to be taping my special Ed day before the UFC in Atlanta.

Speaker 2:          02:28:46       We have a show here Wednesday night at nine o'clock at the ice house, another wild tuneup show before we escape to Florida, before the race riot kicks in to hear the shooting at cop cars down there now. Yeah. That's where the Trayvon Martin shooting happened. They killed Florida. Florida's going crazy. I don't know what part I'll have to get back to you with that information. Thank you to the fleshlight for sponsoring our program. Please go to Joe rogan.net if you're, um, thinking about masturbating and go pick up one of those cause it's way better than just using your hand. Uh, entering the code name Brogan, save yourself 15% off the number one sex toy for men. It's a solid product that he's a gentlemen. Thank you also to [inaudible] Dot com o n n I t, makers of Alpha Brain shroom, tech, sport, shroom, tech, immune and new mood.

Speaker 2:          02:29:30       Both, um, shroom techs or, well, it was different things. Different things do different things. There's, some of them are nootropics, other ones are, um, athletic enhancement supplements and um, maybe they'd be performance enhancing drugs. Maybe you could say that. I wonder if there'll be illegal someday. Get them out before the government comes in and takes all the shit that makes you feel better. Everything is a performance enhancing drug. Dude, even fucking vitamins. Did you know that Brian? It helps you perform. It's a God damn performance enhancer. Uh, go to Joe rogan.net. Click on the link for Alpha brain and entering the code name Rogan and save yourself 10% off any and all orders as always, the first order of 30 pills, the bottle 30 pills is 100% money back guarantee. If you're not satisfied, if you don't like it, you don't even have to return it.

Speaker 2:          02:30:13       Just tell us that shit sucks and you get your money, but it won't suck or use it. This shit is awesome and you should use it too. Especially if you have a, if you're jet lagged or hung over and I know you are on a regular dirty you dirty bitch or if he can't cope without the Teede. Uh, I don't think that's true. I think the, the you got to eat the actual cordyceps mushroom. I don't know if it actually helps you cope without the two. I don't want to put any false statements. Brian. I want to do the research on that before I confirm or deny cope with Whitney Houston. Altitude sucks dude. Nothing is going to help you. It might help you a little like, Ugh, that's the end of this program. God dammit. We'll be back tomorrow with a Neal Brennan. Uh, it'll be a 4:00 PM Pacific podcasts and um, and then uh, I'll see you dirty bitches in Fort Lauderdale this weekend in Atlanta.

Speaker 2:          02:31:00       Next week chronicles Amy Schumer is going to do so. Show was crazy as fuck you going to do the show as well. God Damn it. What a fucking show. It's me. Amy Schumer. Who else? So surprises a bunch of the surprises. We'll probably will stop. A lot of la comics is always the, the, the regular crew. I know Joe. He's got a 10 o'clock at the implant. You can't do it. Can't do it. You dirty bitch. All right folks. That's it. We'll see you tomorrow. Thank you. As always, for everything. Thanks for all the positive messages and all the love and all the good shit, and we're all in this together and freaks. Let's ride this thing. Fucking boat hits the beach.
