Speaker 1:          00:00:25       Bob auditing, leaning. Dong, Dong Ding Dong. Ding, Ding Dong. Ding Dong. Ding Dong Ding Ding Dong
Speaker 4:          01:11:46       And uh, she was like, you gonna go on and like, we're all like, oh cool, we get to see David Toe. And he's like, Nah, I don't want to bump buddy buddy. And she was like, I'm sure no one will mind. It was like, what are you talking about? Of course the mind, the letters stand, but they don't want it to happen. They'll mind if red Fox came out of the grave and was like, I want to go on there. It's like right after me. It would be the best time to go on. People would get pissed. Yeah. Yeah. It's a tricky thing man. That the bumping comedians thing and it gets real tricky when guys use it as like a douchebag move when they purposefully do it and they don't want to call in, they don't want to, they don't want to schedule it in advance. They want that cloud of being able to just walk in and go onstage. Like, look at me, I'm here. Forget what you were doing. Look at me. I'm here. I have that problem all the term to you jumping in like teachers go in there and just get that love. Yeah. What do you do with it when you get the love? Give it to somebody. Oh, you're so sweet. Some behind. So, um, do you think this is going to have a happy ending? Your scenario?

Speaker 3:          01:12:44       It's pretty crazy right now. Yeah.

Speaker 4:          01:12:47       Can you give two hours too much within a year or you won't get one bite at all within like a year one?

Speaker 3:          01:12:53       Yeah. The summary is in a year. The other two will both be pregnant with his baby summary is ex-girlfriend's all seem to be knowing each other and combining to form Voltron's of let's work together to keep each other. You get him back, but they know what they're trying to do. All using each other to, to get each other, but to get each other back and I'll stay in my life. Here's the deal, dude. As long as you keep smiling, you win. Okay. As long as you keep smiling, you always went, no matter what they do, if it doesn't hurt your it was when they're all because, exactly. Exactly. They become parts of Iraq building my own material. And if they're not your act motherfucker, they're going to be my act. Cause I'm thinking about talking about it. Oh they're in my act.

Speaker 4:          01:13:32       Cause I got a whole a whole bit I've been working on for years that you pay, you pay brow, you pattern, no matter what you pay. It's a fucking, you know. Yeah. You can't, first of all, you can't fuck over your head. Don't try. Don't do it. Don't do it. Fuck. Fuck. People that are actually attracted to you. You're your speed. Don't go crazy when you start fucking over your head.

Speaker 3:          01:13:52       Once you in the deep water every time, sometimes that's just fucking over your head is just a title. Like, wow, you won this title. If you didn't have this title, you'd be a little bit, go ahead. As being above your head. You know the fuck did you just say, I'm trying to, I'm trying to tip toe around things. Joe, I know what you're trying to do, buddy. If you're, what you're saying is

Speaker 2:          01:14:12       that I'll, I'll, I'll, I'll preface. I'll make it briefer. What you're saying is that it seems like they're above your head, but it's only because they have this label when in reality they're not, if they did not have that label of that one certain award. Right, right. You are just a crazy fucking person. That's right. But, but that's the only reason why I'm not above my head. That's that. You know if she's hot as shit. So sort of is above your head. Well, see, you guys don't see anything except the photo shopped version or what don up to be that character or hanging out up to be that character. If the, you know how much makeup would be so popular if that was the case, if we looked at completely bitches could just throw something like that. Pixie dust on their face. We're not saying you're an ugly guy, bro.
