Speaker 1:          00:00:00       I got to high four, three, two, one.
Speaker 6:          02:47:01       Well, here's the thing. We're trying to send a tweet about it. Why does it have to be I shall 20 individual and how come you kind of do it just. Well,

Speaker 2:          02:47:10       see how he just shut the fuck up because he knows he's wrong. Oh No, actually joe just made my point. You weren't listening to anything. Is anything wrong with you going over your your notebook, but going into other people's notebooks then you're sort of like, if you decide like, hey, I'm doug stanhope, I want to break out my notebook and tell you how fucking terrible my $19 goes into other people's notebooks. No, Owen Smith, not Owen. Benjamin, Benjamin's upstate New York. Owen Smith, la. Hilarious comedian. He goes into yours. I had to bring out my shit. I brought out some shit from 1990. I had some like 1991 notebooks. There were terrible. I had like orchestrated crowd work and then you ask the crowd boos. Knew a girl. Oh, it was brutal. It was sold.

Speaker 4:          02:47:57       Oh, I want to be on that show. Created it, but by creator didn't create feed into flowers. Oh, and Smith. Good on you for doing it first. How long ago did you guys come up with the idea when everyone else was coming up with other. I did it about a year ago. A list in the last three years.

Speaker 2:          02:48:17       Yeah. I did his thing within a year and he already had it

Speaker 4:          02:48:22       filming it. I am not. Hey, comedy and policies that are civilians listening. Don't do. I'm not saying he stole my idea. I don't know. It's the WHO. It's the nurse that think they are the comedy police. Don't talk to Tommy's. Just let them be dummies. Hate it. Hey, I saw so and so did your bit. He was talking about porn and you talk about porn. You fucking shut up. Let us police ourselves registered to be in Manhattan to patch the tires. Oh, today I'm going. So Irish, which is better because he hates the Irish. I was about to. I was about to closing this podcast because I'm saving a piss either. I'm going to Piss. Let it go and let it slide that book over here. And also Brian has notes. First of all, what's important is a hey, diversity. We'd like to have more diversity in this room, but diversity, diversity, diversity is what were the tour? We say more women podcast or. Go ahead. So the tour, uh, Doug Stan Hope Australia. April 2018 down under. But the world is flat. It's not me heckling myself. Doug Stanhope Australia in April. He's going to be an Adelaide, Brisbane, Canberra, Melbourne, Perth, Sydney Park. So we don't be. Oh, don't you don't me will come to the end of the rainbow. So Irish in him and it makes them even snappier. Oh, before that we're also doing a Hong Kong Singapore system.

Speaker 3:          02:50:10       Be Racist. I can't have this on my podcast. Who? Ci Men. God, he's still a guy. He's still over there. Yeah, I think he does karaoke or something. I don't know. So Doug Stan hope.com. Just go there. Buy The book. Here's the book, Ladies and Gentlemen, I really need. The money is not fame. One of my all time favorite humans. Doug, the Stan Hope. Ladies and gentlemen, Brian Hannigan. You know we love you. Thank you. Fuck with you. Because you tolerate it. You gotta fight back. Oh yeah. Okay. You can't keep taking this from us. It's just not right. It makes me feel bad. We'd go after you and we team up on Ya. I just feel and I'm like, please fire back. Ms Dot Hannigan somewhere a storm is brewing. Your new nickname is hennessy though this happened. It except it didn't get you a sensor everywhere you go, the better than Shenanigan or Heineken, which everyone thinks is hilarious. Shenanigans. I liked that even better. That's like the verbal equivalent of the Hawaiian shirt and you just gave us two. We have to choose from Brian Shenanigans or Brian. Hi. He hates worse. So now we have to choose from like Tennessee because it makes them uncomfortable because it's associated with African Americans. So I like that better. That I didn't know that I am phenomena land. We don't have.

Speaker 4:          02:51:30       I didn't know nothing about your coop Aussie. A mad dog. 20 slash 20 vision drank is past tense. What? This purple drank. I happened to Lake Mickey's

Speaker 3:          02:51:44       as you know. Do you drink orange soda and eat fried chicken around black people or no? I beg your pardon? He doesn't. He's never around black people. We cloister him. Is that a word?

Speaker 4:          02:51:54       Dogs Calm Talk Mrs. Rhonda to you via text. I was going to wear my brown

Speaker 2:          02:52:06       and I, I came to my pajamas on. Sorry. I came in very comfortable. I like comfort. Uh, this is not fame by Douglas. Stan. Hope forward by Drew Pinski, MD, Dr. drew wrote the foreword. Yeah. Alright. A great forward. Was Dr Phil. Busy?

Speaker 7:          02:52:27       No,

Speaker 2:          02:52:30       Mr Hennessy. Always good to see you, my brother very much. Thank you for being here. You know we love you, right? No. Okay. This is a very impressive facility. Thanks sir. All right folks. We'll be back tomorrow with the great and powerful Chris Stapleton, one of my favorite musicians tomorrow.

Speaker 7:          02:52:51       Oh Wow.
