Speaker 1:          00:00:00       Struggle,
Speaker 4:          00:37:19       It definitely was in with the Russians definitely was involved in a lot of weird shit with communism. Who knows what his entire full background was because there was a lot of covert shit going on.

Speaker 3:          00:37:30       Did he? Did he express a desire to do something like this to the Russians at some point and they know that, okay, well here's an interesting opportunity, right? Yeah. They would have, they would have sparked on that and they would have thought about it. They would, they have actually, you know, play on words intended, but would they have pulled the trigger on an operation trying to push him into doing an act like this indirectly through the Cubans. Exactly.

Speaker 4:          00:37:54       Especially if like this crazy fuck Mike, go ahead and do this for us. So after the Bay of Pigs, people have to realize there was a lot of people pissed off at Kennedy, we lost

Speaker 3:          00:38:02       bullshit. Hated Buddy. Christian hated Kennedy. Yeah. And so,

Speaker 4:          00:38:06       well that infamous video where he's banging his shoe down on the table. We will bury you.

Speaker 3:          00:38:10       Yeah. Yeah, no, it was, it was the, the environment was right for them and they. And again, the Russians. It shouldn't be a surprise to anybody when you talk about what they did during this election. I mean they've been doing this forever. There you go. Back to the 19 forties and the Russians, were you spending a lot of time and effort and money here in the states trying to keep us out of the war? Back before Hitler invaded Russia, when they were allied with the Nazi still, so they spent a lot of time. They set up independent association. Supposedly
