Speaker 1:          00:00:03       Three. Two one. Yeah.
Speaker 2:          01:17:42       I'm talking about like a 2005 me to have that eight series. I'm talking like 1994 but those are for 12 that's when the lights go up has been sick. That's where I draw the line. When the lights go up, can't do it son. Testarossa of the BMW you like deal with the the 95 three series. Kim, that Canary Yellow. I did. I did like those. I like the ones with the big weighing in the back of the m three with the wing on the back. Tiny ass little car too, man. You go near those cars today. They don't make anything that small anymore or not know. BMW doesn't at least look at that. Those white lights on the side. So that's a dope look. And that's an [inaudible] 86 right? That's an e 36 BMW. Yeah. Yeah. Google a silver. He 46 BMW. You're thinking about getting one of those.

Speaker 2:          01:18:27       I'm thinking I don't have all the cars. I know, right? Well that's because valley guess. Yeah. Are you going to buy it to run into, look at, look at that. I like that. You know what I like about that? That's not that. That's on 95 yes, it's 2005 what I like about that. Yeah, that's not 2005 [inaudible] 46 back stiff. Yeah. No, not supposed to. What they look like? That's an m three that's exactly it looks like I'm a fan of the model. It's a very plain looking car. You just, so you know what some people do with those? They just juice the shit out of the engine and change the suspension. And the thing about it, it's a light small car that like moves. Well, I think that car probably only weighs about 3000 pounds. Like Google. How much does a 2005 BMW m three were?

Speaker 2:          01:19:11       Those portions are layered as fuck too though, man. Uh, just Google. How much does it weigh? Was the weight. I mean, we could go buy 10 of these right now, Joe. No, no, no. The two, 3,400 pounds. So that's a pretty light in comparison to like a new one. I bet the new ones are three or 400 pounds heavier than that. That's a big deal. The new ones are way fast wave and way too fast. Way Too fast. Way Cooler. The spiral. They take these and they put crazy engines and oh they belonged. Juice them up because it's a smaller car. That's one of the original like cars. I remember kids just fucking Jack and the big exhaust on you buy the shirts. Do you ever see a kid who just spent so much money on a really shitty accord and puts Chris Civic and we grow just as they sell it at pepboys? Doesn't mean you have to put it on the Goddamn car. Why do you have all that shit all over the car? What are you doing and why? And it was so loud. I'm like, Kirsten, even fast. It's [inaudible].

Speaker 3:          01:20:09       I have that horrible four cylinders are all fucking nuts. Those kids thought they were so cool. Well I guess it's cooler than the car as it is. No, probably not even cause what it is is just transportation. It's supposed to just accept what it is. It's peacocking like, like look at this again. You're not doing it for girls. He draw up for dudes. Other dudes like, oh, that's pretty cool. Girls got, what the fuck is that thing? Yeah. Look at that Honda Civic. It makes my dick go limp like that. Like a civic. They can make those things fairly fast though. Campaign. Yeah. I do start into the Sii ones you're talking about. Yeah. What does that Ford Focus Gt? Is that that little tiny car go fast as fuck. Yeah. That's a tiny little concert like that though. You want that Subaru WRX STI. The Ford F. Yeah. How much does that thing way though? That's a tiny little car, right? That thing looks like shit.

Speaker 4:          01:21:03       [inaudible]

Speaker 3:          01:21:09       does. It does. 3,200 pounds is a tiny little car, bro. Dude, you brought up 95 BMW's Ford focuses and civics. Well, you know man, you know I have that white car though. The white nine 11 rs. Fuck that car three ruins me for everything else because it's so light. They're crawling away is 3000 pounds. That thing's insane. Ruined me for everything else. Nothing else fun to drive. Everything's fun. I love car. Didn't, that thing is just a different animal. It's like the difference between like a dog in a Cheetah, like one of them was like dogs run pretty good, they do a pretty good job, but then you get cheated and you're like, Jesus, what? But what if you got him a dog? What if? Yeah, it's a weird, but what if he got a nine 11 t how lights at nine 11 t and then soup the Senate to shark where it's just a blow they ass out the front.

Speaker 3:          01:22:00       Oh one of the new ones. You mean the things light? It's fuck, they're very light. Yeah. The nine 11 teaser. Yeah. I'm sure they could do something like that because they don't even have, you know, they don't have handled, they have nothing there. No backseats. They're super light. Yeah, they, what did they get them down to? I forget, but is it gt three weights there? I want to say they're lighter, aren't they? Gt three touring package gt three without the crazy wing and it just cause which most of the people are not taking them on a track. You just driving a fast car around town 35 I can't have that thing. So the GT 200 is this the GT three or this? The uh, the t 3,200 that's pretty God damn light for a Porsche. Yeah. Zero to 63.4 seconds. Yeah, but you can soup that fucking thing up. Yeah. I wonder what is the a horsepower, what does it say?

Speaker 4:          01:22:46       Okay.

Speaker 3:          01:22:47       See the, what they're doing with, yeah, that's a three 70 and that's not even the s engine. No mass. The regular engine. The salts turbo. Now though, go to nine 11 gt three touring. I bet that's just as light. But that's got like 500 horsepower. That's my next ride. Either want that on glare. Glaring man. But you have that gts,
