Speaker 1:          00:00:04       Five, three, two, one go.
Speaker 3:          02:52:31       Yes, and this is now my opinion based upon a lot of scientific research. There's other research that says the opposite. So now we're just going to throw it up in the air. So my philosophy, the dolce diet principles, number one is earth grown nutrients and that's eating real food from its natural source in its natural habitat. Raised and bred in the natural way. You cannot beat that when it comes to nutrient quality nutrient density. And that's what we always go after. So I want line caught fish, salmon primarily. That's one of my top choice line. Caught Salmon, excellent grass fed beef. And when I say grass fed beef or meat, I want that roaming in, you know, the, the, the trees somewhere. And I want to, you know, take it out myself with a bow or with a bullet where it doesn't even know any humans within a hundred miles.

Speaker 3:          02:53:16       That's the best possible. So there's no anxiety, there's no quarters. All, there's no stress state. There's no, you know, it's eating the exact food it's supposed to be. Um, it has no illness, no injuries, no disease, no chemicals. Um, same thing, really anything with your vegetables, with your spinach, with your, your blueberries, the most natural cannot be beat. And that's what really defines my knee. That's the number one principle. If you're only eating earth, grow nutrients, real food, and you don't pay attention to the time of day, you don't pay attention to the quantity, you're going to be much better off than most of the other people.

Speaker 2:          02:53:47       But is there more energy and say like a piece of elk than there is in line caught salmon? Is there more energy and grass fed beef than there is in lamp?

Speaker 3:          02:53:57       Is that quantifiable? I don't believe so. And what we do is we eat as much of it in moderation as we can. So I want the elk, I want the salmon, I want the lamb, I want the chicken, I want the Turkey, I want all of it. I don't want to have just the beef everyday and just the eggs every everyday mixing it up. You have to mix everything because each one has a different nutrient profile and I want all of them. No, those nutrients to cycle through my body. Not just one type because you can build up some sort of allergy, um, or you build up at a, you can be creative deficiency. So as much of everything as possible, whatever's local is best. What's ever in season is best because that again has a higher nutrient quantity. So whatever's seasonal, that's what we typically cycle through.

Speaker 2:          02:54:40       Have you ever had to work with someone like a Jake shields who tries to fight as a vegan effect? He sort of Vegan eats eggs.

Speaker 3:          02:54:46       Yeah, I speak with Jake. We've toyed with it a little bit. Never worked together officially. Do I work with any specific vegans? No, I do. I mean, not professional athletes, but in you know, our normal business that we do, we have some vegans and that's pretty easy. A lot of my recipes are Vegan centric, um, which is

Speaker 4:          02:55:04       easy to do. But if you're a combat athlete, it's really hard to excel. It's possible if you're an outlier, but it's very possible, very hard to excel without that animal protein. And most vegans agree with that. It's very difficult unless you're dogmatic about your sourcing of nutrition, it becomes a full time plus job in order to eat the right foods at the right time and you'd have to go to the market and you always have to have that supply. You can't miss meals because you, Bonnie's is constantly breaking down. And is it harder for them also to get a high enough calories from their proteins and things like a little bit, it's harder for them to get, they have to have what's called complimentary proteins. You have to get multiple nutrient sources in order to get all the, the amino acids like pea protein and hemp protein and rice protein and all these different, exactly.
