Speaker 1:          00:00:04       That's fresh.
Speaker 2:          00:36:18       Oh, that'd be, we're so tired. You just see, I'd be like, Amanda Bynes you just see my hair is all fucked up. I'd be going crazy. I'd be like Katt Williams. I engineered how I do like this. Latin might thi this is the first tour that I ever named the strange times tour. The first time I ever sold a bunch of tickets in advance, like the smart marketing, but I engineered that like when I'm doing these like fly to places, I'm off for awhile. That's you'll be gone to do that. You have to do with that way and Bieber has the power to kill 100% he just canceled everything. You just canceled everything west of the same thing. What Kanye West did after they checked him into the loony Bin, which he was going crazy. They said he would do that concert, come home. He had all this work yet to do with the DDAS and clothing and they just said he's working nonstop and a small glimpse of, of, you know, show business and stand up and all this stuff.

Speaker 2:          00:37:08       It. I mean, I can see how being on a tour that long during go fucking batshit crazy. I can see a little bit like when I saw it. Oh, I Batman. That's crazy. Well, you know what a big factor for me is a big factor for me is when I'm at home, I'm going to sleep for eight hours and I have a schedule. Yes. In terms of like my runs your routine by lifts, you know, whatever workout I'm doing, whatever kind of thing I'm doing, I know where I can train. I know the schools I could train out, I know the gyms I could train up and I know what to do. That keeps me sane. Like having those, like I can work out on the road and it's good. It's definitely better than nothing, but it's not the same. I've liked being able to have this normal, like it keeps my energy up and it keeps my anxiety down.

Speaker 2:          00:37:50       Like all those things get bounced out. When I, when I'm at my normal workout routine, when I go on the road, I'm doing three days in a row. It's hard because I don't want to work out too hard cause I don't want to be tired for two shows. Yeah, I've got two big big ass theater shows, but I can't imagine those guys who do five nights, so they're flying in. So I did two this week, two shows this weekend. So I flew in three days. I took three flights. He said, you know, that's crazy. Crazy. But that's nothing. It's still under those guys that do it five days a week, six days. Well the, well, even still on private jets, it's still exhausting. Exhausted. The same thing. Same thing. I mean you don't have to, it goes more on your schedule I guess if you're flying everywhere for the private jet, but it's still fucking exhaust. Still a beast, man. Yeah. So I get a little, people will go, you

Speaker 4:          00:38:35       poor baby. I know. Poor oh 93 million. I'm like, theory have money. So it's not that they're already set there, it's already gravy. But without back to the Bieber Floyd thing again, I had preconceived notions of Floyd Mayweather before I met him, been around him, sodas, this religious guy, he thinks oh Floyd's just about hoes and cars and stuff like that. That's all that I guess what he's more, there's more layers to that. So for you to judge them based off social media, say Bieber quit falling, quit hanging out with him cause he's just about that. No you don't know shit. You're judging that guy cause he's not going to church every Sunday. You know what I'm saying? Like you're, you're judging him based off Instagram, which isn't fair to do you. I think he's saying like, I dunno what he's saying, but I would imagine if someone tells you to stop following somebody that they're saying there, that person's a bad influence.

Speaker 4:          00:39:21       Right. Which isn't fair to say because Floyd doesn't drink, has crazy work ethic overseas bases, showtime sports. Gee, you know what I'm saying? Like he's healthy. He doesn't it. It's girls Bro. Strip clubs. You don't strip club brought some of the women he hangs out with. I had never seen anything like that. But that's what 15 oh get you. I mean, jaw dropping shit. Hundreds and they just look at me like a bag of shit and he's Gucci shoes. Gucci shoes. Oh, I get it. Not 15 old girl. Hundreds of millions of dollars that all access where they showed that fucking stupid watch. They bought them that Hubo Hubo do. I'd met with the guy from, who will tell me all about it. Watches so gross nuts. It's so stupid looking crystal. One Point two 8 million. No, it was $500,000 I think they made another one for 1.2 they made them three.

Speaker 4:          00:40:16       It's crazy to watch. It's all crystal like the outside of it is all crystal. That's an ad. It's so stupid. Look and it looks like a cheap watch. Yeah, I agree. Not My style. I do love who blow though. Shadow. Yeah. They make great watches it, but that thing, the La Ferrari, isn't that what it's called? Yeah. Yeah. There you go. It looks he rose. Did you see the money belt? Yes. They handed me that thing. This is real. It was kind of small and that I get it smelt like they just killed that alligator on the spot. It smelt like Hummus and allocated. It smelled like shit, but then it's just like gold all over it. I was like, oh my God. In diamonds and shit and rubies. Do you know who made that poop? Floyd Mayweather's team. Did they see a gift to him because they thought for sure he's going to win that like yeah, here's this crazy money fight belt for 1.2 million.
