Speaker 1:          00:00:03       We're good.
Speaker 2:          00:36:04       [inaudible] yeah, it's nature and it forces you to overcome. Cause almost every fighter that have ever met professional fighter was fucked with George Saint Pierre, who's like one of the greatest of all time, told the story on the podcast about, he was a driving his range Rover when he was world champion through Montreal and he saw this homeless guy and the homeless guy was his bully in high school and he realized, he was like, Whoa. And he's like, what's going on man? What are you doing? And like talk to the guy and try to make amends with the guy and help him out a little bit. But it's like fuck man, this is his bully in high school. And he realized like most people that are causing pain and inflicting pain on people, they're in pain, man. That's why they're doing it. You know, it's like victims, you know the victims of crimes often times perpetrate those crimes on other people that that happens.

Speaker 2:          00:36:55       Kids get abused at home, they get beaten at home. They're the ones who want to beaten kids up at school. You know, they're just, they want to dish out that violence on someone smaller than them cause they're getting a dished out on them by someone's larger. Yeah, man. I mean that's, that's the constant victim narrative. But on the other hand, families of people that grow up that are martial artists, like, like all the kids know how to fight. They're the nicest, friendliest people. They don't worry about it. It's not the thing that fucks with their head. Like for me, I knew I didn't know how to fight. So it was scary. So like every time someone would fuck with me, I'd be like, Oh, got to get away. I can't fight. I don't know what I'm doing. Some dude got me in a headlock and threw me down on the ground and was gonna punch me in the face.

Speaker 2:          00:37:35       I'll never forget this. Like, I forget what was happening. We were talk. We, like I said something, he said something stupid to me. I said something stupid back to him. Then he just got me in a headlock and threw me on the ground and he helped me like that. He was gonna punch you. I was like, nah man, I ain't gonna bother. I'm just sitting there going God damn, I'm helpless. Locked up in a headlock with this dude on top of me going fuck. And the only is the only his mercy that he didn't punch my fucking face in or he didn't want to get suspended or whatever and I remember going that's it. I'm going to learn how to fight. This is ridiculous.

Speaker 3:          00:38:04       Do you, do you ever run into the people from your past who have a revision as history on y'alls relationship and they

Speaker 2:          00:38:11       not too much cause the only people that I'm friends with from back then I'm actually good friends with and I was friends with when I was growing up like a couple of buddies. But most people I don't,

Speaker 3:          00:38:20       well most of the dates they never bought a ticket to your show and came up to them?

Speaker 2:          00:38:23       No, by the time about a time I was in high school that's, that's the only people that are still I am in contact with anymore. I had already gotten balls deep in martial arts like my first year of high school. So by like into high school, I was already crazy. I was already competing and traveling all over the place and so it was, but I do run into people that fake stories. I run into people that tell me things that hat, remember that time we were at a party, you kicked out dude in the hand. I'm like, dude, I never kicked anybody. Never happened. The dead a hundred percent definitely never happened. I never went to a party and beat anybody's ass.
