Speaker 1:          00:00:00       Doom, doom, dum, dum, dum, three, two, one.
Speaker 5:          02:34:27       They were friends. There's one scene. This is mrs chocolate. Oh, this is her poop. It's right here. This came out of her butt and he's like picking it up. He's like, let's tell warm to warm because it was inside of her and that's just a good example of the bear might not kill you just because they don't feel like it, but when they feel like it, it's over. It's over. I mean not a goddamn thing you going to do about it. Not a god damn thing. They're a wild animal. It's just like it's even the bears that we had up in alberta. I mean, you don't know. I mean they could decide they're wild animals that any at any one. There's all different kinds. There's aggressive bears, there's shy bears, there's bears that you can't really get a read on, but it's just like a dog. You don't know there's good and bad bear, so it's just the wrong one. Yeah. They're like, all animals have different personalities like cats, dogs, domestic animals have weird personalities. Wild animals do too. It's just most of them can't kill you, but bears can mean that 10. Yes. That's the difference. Yeah. So you're not interested in that. What about eagleS? Ever interested in cooking up an eagle?

Speaker 5:          02:35:30       Spit balls, history, eagle. Nothing like a parrot. Eagle balls, balls. I know that they're male and female, but did they have testicles? Look that up? is this as important? That's important. Is there a bucket list hunt that you'd like to go on? Like maybe on an elk hunt and the rocky mountains? Yeah, that'd be, that'd be awesome. I'd tag along and do one of those if I can. Yeah. There's um. well, you know, if you ever do get to Australia, like they have stag over, there are a lot lIke, like elk and they roar. Ever heard the roar? Oh, do they sound like a lion? Have you? You've heard it in real life? No. No. They look, they roar. It's crazy. It's a crazy sound. Jamie will find it for us. We. We've had some good outcomes, so we have. There's an elk back there.

Speaker 5:          02:36:17       I'll show you in the back that we got just this past fall. A huge thing. oh my god. That's so awesome. Massive, massive animal. And I've got food back there. If you want something once, malcolm brick give you some tell you right the hell yeah. Because you had it backwards tonight, right? Yep. Yeah. After conan we gotta go do that. Is that a stag night? It's a rocky out on the elk bugling. We've heard that before, but go see a red stag roar. Try google red. There it is. Yeah. Listen to this thing. It's crazy. Look in his face. First of all, look at those goddamn antlers. Yes, he took. That's high fan.

Speaker 6:          02:37:00       What? What did that rocket? A big old red lipstick. Rocket. Massive mended that. Ladies, you're so lucky.

Speaker 5:          02:37:16       Is he bringing it in? Female. They're really trying to. He's trying to call him and see that quarter to buy my homeboy turbo would pound right through that shoulder. Ooh. We'd take that shot. Would you take that shot and where would you go? Right through the shoulder point to the spot right there. Just right through it. Yeah, it would go right through it. Cames shooting the most ridiculously powerful setup we were practicing today and it's just so evident that these heavy arrows, so much momentum. You're at 687 grains. Is that what that is? Yep. Yep. Which is by the way, you know, we were talking grams before and we meant to say grains and then we're converting grams to marijuana and calculations. Just don't mix. We're doing this a long time ago on a podcast and then I was driving home and I was like, jesus christ, do we say grams when I met grains and that we're trying to figure out how many grams we're in an ounce and they were determining that it was a pound, like four, 500 grams in a pound.

Speaker 5:          02:38:15       And I'm like, but arrows not a pound, like whatever. And we just kept talking on something else and then it took me a while to like figure it out. It's like saying I was reading a podcast, but I'm. His setup is just preposterous. It's unbelievable horsepower today, man. Shooting good hitting that thing is pretty cool. Now you're ever. None of them can be age. It's not possible. We'll talk later. We'll talk later. Has a trade secret engineer's. Oh yeah, yeah, I remember you told me. Oh, okay. Yeah, we'll talk later. But yeah, we have a. Our buddy adam that we're talking about before that liveS in Australia and when cam goes over there, you're goIng to be hunting stag, stag, buffalo and fallow and stags. Just like an elk. I mean it's essentially a real similar animal. Little smaller. Yeah, but it's. I mean that is that arthur [inaudible] buffalo though.

Speaker 5:          02:39:02       Buffalo is a video of him over there hunting a water buffalo from 40 yards and he's creeping up. See if you find that video because I read that book, the last american buffalo renelle his book. You know, I've read part of it. I haven't finished it, but I, I started it and then I put it down. I never went back to it. As you get it, it's sort of the first half is a little funky. It's clunky. It's. But the shitty writings. I was just saying I'll call him right now with kids since you're a cunt. A shit about what I. What I mean is it, you know, to talk about drinking just wouldn't shut up. He wouldn't shut up about that drink. Some elk moved on it on. He said something about vin diesel was one time, one time he doesn't like la. I live in san diego and so this is camp sneaking up on this water buffalo and every time it picks up its eyes or it might've caught movement, he has to pause. So this is ridiculously slow truck. I think I'm. I think it's still a little bit before I shoot away. No, no, no.

Speaker 2:          02:40:14       It's getting closer. So I got my range finder there so I can quickly get it because I'm getting closer every time. Kim, what do you think about range finding by nose stopped. had a don't move. Don't move with the hall. If it's coming out. You did you hide behind that little tree? What do you do? I just wrestle it down. Oh look, a man. Scrap wood. It needs. The hit you hAd on your podcast can take down a wolf. What was that guy? Dan pena. Pena. Yeah. He would just dab it in the dick over and over again. Sat right in the deck. So he's a creeping up. Kim, what are you thoughts on range finding binary. Do you ever use those? I don't have any. Would you? I mean like I know like there's some companies that make some that bow hunters use. Like leica laika has one that apparently has a button on the righthand side so you can range and shoot with one hand.

Speaker 2:          02:41:02       This is adam. I don't know what he was such that shipment would be a trophy. Here's, here's some. Here's a good illustration of having. I dunno, I dunno what I'm trying to promote here, but a hard hitting arrow because if you wash when I shoot this buffalo, the arrow arcs up and actually hits the branch and ricochets and still kills that buffalo. Wow. Watch this. It's going to hit a ricochet off. That still killed us. Big bastard. Wow. It's sort of deceptive here. How many yards do you out? It's going to be 40. Yeah, it looks like he's like 10 feet in front of him. Right? You can, you can because it's fucking huge. Just skip ahead a little bit. Yeah. Skip ahead a little bit loud. Okay. Backup backup. Because it looks like you already shot at. Yeah. Backup. Backup, backup. Scared. Okay. Watch this.

Speaker 2:          02:42:04       See that kind of touched it. Almost barely grazed it. Yeah. But it affected the flight but still went and pounded in here and uh, that's right where you want to. That's right into the heart. That's where their heart is. Do you think you would have got more penetration but didn't graze that branch? Oh yeah, for sure. But still, that's a 90 pound ball. Yeah. And it's going in six inches deep into the heart. Yeah, probably more than that because those are, I mean that shoulders. I mean it's, it's in probably 18 inches. and the thing is like what just happened? Now it doesn't know. It just, it runs into that thing. And what's really crazy is that cam was saying that he chewed a piece of meat from that animal. It was so tough and so strong. You treat it for a whole half hour. One piece. Yeah. As like shoe leather because that this is an old bull to tank these things or you know, I don't know, 1800 pounds. So you have to shoot, you have to shoot heavy stuff. So do you think you're going to be doing that from now on? You're going to be going to a heavier arrow are in the range. Maybe. We'll see. We'll see. See how this week or this, uh, this trip works.

Speaker 5:          02:43:12       Yeah. Yeah. So how do we get you out, scott? What do we do? How we get you out there? Bowhunting with cam? What's the animal? I'll, I'll go and cut for sure. Is that a deer hunt with you and molly or wherever? Wherever you're going to Hawaii. And I can. Let's do it. Get under armour on board. We're all, we're all wear the clothes and spring smile at ea board. Could you fire me today? Maybe will just quit. You got to quit your. They don't know. You probably hear I'm at work right and at work right now. He's punching out of your screen. Was a couple of tweets to help help the power business. We should do that though, right? Yeah, we should all do. That will be fun for sure. Alright, well I'm fast and furious. Eight. It's at April 18th is the premier. Is that is really fucking cool talking to you, man. I really enjoyed it. It was finally cam. Always a pleasure. Thank you. And uh, we're going to go run and I'm going to cry. So, uh, enjoy cone and you could Watch scott tonight and we'll see you soon. Bye.
