Speaker 1:          00:00:01       When it's like upside down.
Speaker 11:         00:40:37       Oh, oh,

Speaker 10:         00:40:42       oh. So, so, so we're covering, it would still work even if I didn't get the box back, the footage would upload to the cloud, but it's just faster to plug the phones. I'm gonna go home and find out what he thought of everything, how I ended up here. So it appears he was walking down the sidewalk and then suddenly makes a hard left. They take these clothing, actually makes it to this parking garage where this glorious sequence unfold.

Speaker 11:         00:41:13       Um, like four cameras.

Speaker 7:          00:41:15       Oh,

Speaker 3:          00:41:19       okay.

Speaker 11:         00:41:31       Look

Speaker 7:          00:41:31       at that. They're looking at my car, dude.

Speaker 5:          00:41:34       Everything. Oh my God. I don't know what this is. Literally like everywhere. My friend CC is also had some packages stolen. So you make her a few days. He didn't. Oh Dude. That's what I'm saying. I would, I would buy, I would spend more than what a home pod costs or whatever want to do whatever, whatever it is, the actual item.

Speaker 5:          00:42:00       This is more of this needs to happen like this is too good. I saw another video of a guy who cashed it and Piss in a box and now the best part of the FARC coming. Wait for that. I like that he's upset. Like, come on. How could you play me like that? I don't deserve this at all. Life is fair, dude. You never going to get that stuff out of your car. Oh yeah, that'll, that'll be there for, that's the FARC spray and his car with the windows up genius down to the Fart spray. Oh, it's a beautiful thing. Oh, this is, I listed, they go piss like someone did something awful to them. I also like that they're narrating to no one. They're so pissed off that they have and be like, this is too good. This is too good. It is. People are assholes. They're like stealing shit and then the camera didn't work. He said, I lifted. It keeps going every 30 seconds. It just doing it. You probably spend a lot of money, but he grabbed that. At least these are having a good time. They're like cracking up of the Jelly, a draw. Lee Burglars Him saying, you shouldn't have even taken that. It's like, yeah, that's the moral of this episode of legends of the crypt keeper or whatever like that.

Speaker 5:          00:44:07       Man, these people are so brazen. I love about inside. He's just like stunned trying to figure out what to do with this

Speaker 10:         00:44:34       on Myers. Did her launch mechanism. Just don't take other people's stuff. Not only is it not cool, but on the plus side you'll never find yourself in this situation or perhaps even worse. This one will get in here. Then

Speaker 7:          00:44:52       who you had in there, you have it. One of the best videos ever made just in time for the holidays. Why? Once again, Mark Rober, God bless his soul guys, we are up to $20,000 Oh, when's the first pepper chowning five hours were 5,000 away from this Chi eating on. What kind of a power on the first one is a raw jalapenos and is it? Is he eating the whole thing? Whole thing. Can I just take a bite? It's a Jalapeno Joe. Give it, cause I don't want to drop dead because if you think about it, well what if my don't get people never do like eight the entire pepper. What I'm saying is like people eat the ghost pepper and that's that. They go, you don't have, you don't have to eat the reaper and then that shit, but I got, oh, okay. You don't have to eat the whole of those do does he?

Speaker 7:          00:45:45       Maybe you're the challenge. All the spices are going to be trying to weasel his way out. Well, we're talking about the Jalapeno. You, you owe us here 25 or let's say when we do Jalapeno, that's not, that's the entry level. I mean, I'm just listening about ahead of time. Let's set the rose. Okay. And era. Our whole a whole, he's got hold of the whole gang, a whole hub in Europe. I then you can go half on the two. Oh No, no, no. It's got to eat the whole thing. Justin says you got to go. This is why the money's coming in. Just those saying he felt bad about swearing you last year and now he's like, [inaudible] I have to abide by what? The audience, your expiry. I'll do it. I'll do whatever. Donating this money. Also, the donations are slowing down. I mean we're at thousand 300. They nail it because they heard these knocking. It's like, what a, wait a minute. This is affecting the stock. The warning label says, um, handle with gloves. You can't even touch the thing. It goes in your mouth, not on your hand.
